,Unnamed: 0,Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like,Dec
10,10,1528380908.0,MohsenCrypto,ETH BULL TRAP !  ,"
Traders,  

Here we have  ETHUSD -0.06%   4H chart.  

ETH is making dirty game with that Fibonacci retouching that will lead us to break the bull trend and watching hangover of this monster pair to new bottoms carefully treat this senstive situation.  

Regards,  
Mohsen
",Long,359,0,9,"ETH BULL TRAP !  
Traders,  

Here we have  ETHUSD -0.06%   4H chart.  

ETH is making dirty game with that Fibonacci retouching that will lead us to break the bull trend and watching hangover of this monster pair to new bottoms carefully treat this senstive situation.  

Regards,  
Mohsen
"
11,11,1528397806.0,vadimtemnikova,"ETHUSD, H2","
I suppose, the growth is delayed. Current structure still can be an impuls only after sweeping move above 630 on high volumes. 
But. More realistic would be a continuetion of a flat like I sketched out. Because volumes on top 3 cryptocurrencies are very low, it doesn't look like before the growth. Also alts made  zig-zag  correction from the lows of 28th of May. And even more alts made impulses downwards 4-5 of June. 
Still some small growth can be in this case, but without significant changes in the essence.
",Long,136,2,4,"ETHUSD, H2
I suppose, the growth is delayed. Current structure still can be an impuls only after sweeping move above 630 on high volumes. 
But. More realistic would be a continuetion of a flat like I sketched out. Because volumes on top 3 cryptocurrencies are very low, it doesn't look like before the growth. Also alts made  zig-zag  correction from the lows of 28th of May. And even more alts made impulses downwards 4-5 of June. 
Still some small growth can be in this case, but without significant changes in the essence.
"
12,12,1528358057.0,YuriyBishko,ETH/USD is close to key place where we can open...,"
ETH/USD overview. Just take a look on chart, price is so close to key level $628 from which cryptocurrency rate bounced several times. That level is a key zone for big players. You can open short near $628 with goal $400.  

If price will move down, it could go to $400. But for us that would be the greatest opportunity to buy ETH for so low price.  

I need to explain you, why I think only for short, at this moment. As you know there is no news around cryptocurrency. We have silents. It's a signal that Big players accumulate their positions. They do it in a Range moves. They wait till retail traders will get tired to wait, and sell all their positions for a low price. There could be a big moving after huge range. I see that pattern on every marker on Stock, FX and Crypto too.
",Short,372,1,3,"ETH/USD is close to key place where we can open...
ETH/USD overview. Just take a look on chart, price is so close to key level $628 from which cryptocurrency rate bounced several times. That level is a key zone for big players. You can open short near $628 with goal $400.  

If price will move down, it could go to $400. But for us that would be the greatest opportunity to buy ETH for so low price.  

I need to explain you, why I think only for short, at this moment. As you know there is no news around cryptocurrency. We have silents. It's a signal that Big players accumulate their positions. They do it in a Range moves. They wait till retail traders will get tired to wait, and sell all their positions for a low price. There could be a big moving after huge range. I see that pattern on every marker on Stock, FX and Crypto too.
"
13,13,1528369901.0,BitcoinNewss,ETHEREUM Forecast 7.06.2018,"
ETHEREUM Forecast 7.06.2018
",Long,161,0,4,"ETHEREUM Forecast 7.06.2018
ETHEREUM Forecast 7.06.2018
"
14,14,1528353882.0,Peyote_Manning,ETH 6.7.18 Zooming out,"
Zooming out to the 4 hour we're seeing the next heavy traffic area in purple and the possible 3 wave of our bigger cycle in blue. 

In green is the last impulsive cycle imposed over where we are now to show how quickly things could go parabolic. 

My proposed wave in red may be far too conservative in both time and price movement estimations. 

Markets mirror previous actions. Cycles repeat with variation. Repetition and variation create rhythm. Habits are the rhythms of human life. Markets are reflections of humans. Charts are markers along the path. 

I like to look at different charts and different pairings on different timeframes and use different methods and indicators and strategies and then I like to ignore all of that and just do what Twitter tells me.
",Long,141,0,4,"ETH 6.7.18 Zooming out
Zooming out to the 4 hour we're seeing the next heavy traffic area in purple and the possible 3 wave of our bigger cycle in blue. 

In green is the last impulsive cycle imposed over where we are now to show how quickly things could go parabolic. 

My proposed wave in red may be far too conservative in both time and price movement estimations. 

Markets mirror previous actions. Cycles repeat with variation. Repetition and variation create rhythm. Habits are the rhythms of human life. Markets are reflections of humans. Charts are markers along the path. 

I like to look at different charts and different pairings on different timeframes and use different methods and indicators and strategies and then I like to ignore all of that and just do what Twitter tells me.
"
15,15,1528395791.0,Quantamize,"ERC20, ETH, KeepKey + AI Machine Learning Signal","
Cryptocurrency hardware wallet KeepKey has launched native support for ERC20 tokens which will now allow users to transact with 30 ERC20 tokens on the KeepKey device. KeepKey was acquired by ShapeShift in 2017 which has allowed customers to make transactions from their wallet via a two-click process.  

The ERC20 tokens were created using Ethereum’s (ETH) protocol. The rolling 3-Day AI Machine Learning Crypto Signal for  Ethereum -0.06%  is a Buy. The signal is on its third day and ETH is ~+4% since the signal was published (5/4 UTC Close) 

",Long,101,1,2,"ERC20, ETH, KeepKey + AI Machine Learning Signal
Cryptocurrency hardware wallet KeepKey has launched native support for ERC20 tokens which will now allow users to transact with 30 ERC20 tokens on the KeepKey device. KeepKey was acquired by ShapeShift in 2017 which has allowed customers to make transactions from their wallet via a two-click process.  

The ERC20 tokens were created using Ethereum’s (ETH) protocol. The rolling 3-Day AI Machine Learning Crypto Signal for  Ethereum -0.06%  is a Buy. The signal is on its third day and ETH is ~+4% since the signal was published (5/4 UTC Close) 

"
16,16,1528356190.0,CryptoTrendline,Ethereum short term,"
 Ethereum -0.06%  is still consolidating between  support and resistance  areas. 

The possible scenarios remain the same as yesterday since there was almost no change in price. 
If price breaks the resistance, it will likely continue up to the flip zone around $700.  
If we see a breakdown, we can expect a reaction from the  support level  around $575.  

Good Luck,  
CryptoTrendline
",Long,139,0,2,"Ethereum short term
 Ethereum -0.06%  is still consolidating between  support and resistance  areas. 

The possible scenarios remain the same as yesterday since there was almost no change in price. 
If price breaks the resistance, it will likely continue up to the flip zone around $700.  
If we see a breakdown, we can expect a reaction from the  support level  around $575.  

Good Luck,  
CryptoTrendline
"
17,17,1528377085.0,CryptoComes,ETH/USD Is Correcting. What's Next???,"






Ethereum -0.06%  has added more than one percent in the past 24 hours and established new local highs. However, the currency pair is still in correction. It is too early to say that we have a reverse of a midterm downside tendency.  





		Let’s see closer what is going on the Hourly chart.  Ethereum -0.06%  formed a  Flag pattern  yesterday but declined later, breaking this formation. However, ETH/USD has managed to move higher again as it has found support at $596.08. There is another  bullish Flag  currently on the Hourly chart. The price is below the green ascending  trend line . The possible ways for  Ethereum -0.06%  are the following: 
1.	Red scenario ( bearish ). ETH/USD will move towards the closest  support area  at $596.08 and break through it targeting the next  support area  at $566.90. 
2.	Orange scenario (neutral).  Ethereum -0.06%  will stay within the current range, limited by the  support area  at $596.08 and the closest  resistance area  at $626.66 without significant price changes. 
3.	Green scenario ( bullish ). The currency pair will break through $626.66 targeting the next  resistance area  at $662.39, which coincides with the 1 retracement level.  

Check the full crypto analysis HERE>>>.
",Long,113,0,1,"ETH/USD Is Correcting. What's Next???






Ethereum -0.06%  has added more than one percent in the past 24 hours and established new local highs. However, the currency pair is still in correction. It is too early to say that we have a reverse of a midterm downside tendency.  





		Let’s see closer what is going on the Hourly chart.  Ethereum -0.06%  formed a  Flag pattern  yesterday but declined later, breaking this formation. However, ETH/USD has managed to move higher again as it has found support at $596.08. There is another  bullish Flag  currently on the Hourly chart. The price is below the green ascending  trend line . The possible ways for  Ethereum -0.06%  are the following: 
1.	Red scenario ( bearish ). ETH/USD will move towards the closest  support area  at $596.08 and break through it targeting the next  support area  at $566.90. 
2.	Orange scenario (neutral).  Ethereum -0.06%  will stay within the current range, limited by the  support area  at $596.08 and the closest  resistance area  at $626.66 without significant price changes. 
3.	Green scenario ( bullish ). The currency pair will break through $626.66 targeting the next  resistance area  at $662.39, which coincides with the 1 retracement level.  

Check the full crypto analysis HERE>>>.
"
18,18,1528367699.0,TomProTrader,ETH/USD - Live Update,"
What's up traders, I hope you're all having a good trading week so far. Let's get straight into it! 

Ethereum -0.06%  is trading right on a side-wards resistance structure at 606, and has been trading at this level since 3rd June. Price is trading upwards along a side-wards support line, which has now converged into the side-wards resistance line. Price is at a juncture, and price needs to either break upwards, and break downwards. 

Supporting the upside, there is a side-wards support line thats recently formed, if price stays above this line, it will mean price is forced to break the side-wards resistance at 612.  

If price breaks the support  trend line , then we can expect some downside. If price breaks the support  trend line , AND also hits the side-wards  resistance level , then it is a good sell opportunity. 

There is 2 outcomes for  Ethereum -0.06%  in the short term. They are: 

- If price goes below 597.65 and closes there, then I am expecting downside to continue to 497.40 (Where there is some localized structure which could act as support) or the lower horizontal  support zone  at 364.00. 
- Price stays above 597.65 and breaks out of the side-wards resistance. If this happens, there will be a retest on the side-wards resistance line turned support and then break to the upside. 

Please show your support and leave a like and follow - I'd really appreciate it! :-)
",Long,1738,0,58,"ETH/USD - Live Update
What's up traders, I hope you're all having a good trading week so far. Let's get straight into it! 

Ethereum -0.06%  is trading right on a side-wards resistance structure at 606, and has been trading at this level since 3rd June. Price is trading upwards along a side-wards support line, which has now converged into the side-wards resistance line. Price is at a juncture, and price needs to either break upwards, and break downwards. 

Supporting the upside, there is a side-wards support line thats recently formed, if price stays above this line, it will mean price is forced to break the side-wards resistance at 612.  

If price breaks the support  trend line , then we can expect some downside. If price breaks the support  trend line , AND also hits the side-wards  resistance level , then it is a good sell opportunity. 

There is 2 outcomes for  Ethereum -0.06%  in the short term. They are: 

- If price goes below 597.65 and closes there, then I am expecting downside to continue to 497.40 (Where there is some localized structure which could act as support) or the lower horizontal  support zone  at 364.00. 
- Price stays above 597.65 and breaks out of the side-wards resistance. If this happens, there will be a retest on the side-wards resistance line turned support and then break to the upside. 

Please show your support and leave a like and follow - I'd really appreciate it! :-)
"
19,19,1528343739.0,MarcPMarkets,ETHUSD: Poised To Break Higher But 641 Points To Vulnerability.,"
 ETHUSD -0.06%  update: The slow grind is a pleasant market to watch if you are managing positions over the long term. If you are trying to open a new position, it can be very hard to watch because it can turn at any point, but slowly continues higher. What is not obvious is the risk of retrace which I will talk more about in this report. 

Price is about to retest the 625 resistance (.382 of recent  bearish  swing). This level has previously proven to attract selling activity. The question is do these bears return? The higher low established at 575 indicates that price is more likely to push higher, but this is where the risk of retrace comes into play. 

The 641 reversal zone boundary is relative to the 628 high and is the area to watch for  bearish  formations IF a fake out is in order for these markets.  

Keep in mind, this is not a prediction, it is a scenario to be prepared for. If the newly established  bullish trend line  stays intact, this market may be on its way to a new high and a decisive close above the 628 level. This will change the short term outlook from  bearish  to  bullish .  

At S.C., we are not taking any new swing trade longs because price is too close to resistance levels. We would rather miss the low probability trade, even if it works out this time. We know that in the long run, the same trade would produce inconsistent results and that is not in line with our goal. 

Our plan is to wait for better prices which means a retest of 575 would have to happen. If price continues higher, then we will be evaluating for the next swing trade long opportunity.  

",Long,2390,8,66,"ETHUSD: Poised To Break Higher But 641 Points To Vulnerability.
 ETHUSD -0.06%  update: The slow grind is a pleasant market to watch if you are managing positions over the long term. If you are trying to open a new position, it can be very hard to watch because it can turn at any point, but slowly continues higher. What is not obvious is the risk of retrace which I will talk more about in this report. 

Price is about to retest the 625 resistance (.382 of recent  bearish  swing). This level has previously proven to attract selling activity. The question is do these bears return? The higher low established at 575 indicates that price is more likely to push higher, but this is where the risk of retrace comes into play. 

The 641 reversal zone boundary is relative to the 628 high and is the area to watch for  bearish  formations IF a fake out is in order for these markets.  

Keep in mind, this is not a prediction, it is a scenario to be prepared for. If the newly established  bullish trend line  stays intact, this market may be on its way to a new high and a decisive close above the 628 level. This will change the short term outlook from  bearish  to  bullish .  

At S.C., we are not taking any new swing trade longs because price is too close to resistance levels. We would rather miss the low probability trade, even if it works out this time. We know that in the long run, the same trade would produce inconsistent results and that is not in line with our goal. 

Our plan is to wait for better prices which means a retest of 575 would have to happen. If price continues higher, then we will be evaluating for the next swing trade long opportunity.  

"
20,20,1528370445.0,TheChartGuys,ETH a Bit Weaker Than BTC This Morning,"
ETH has a couple spikes in bear  volume  the last couple days that have hindered the bulls a bit.  
ETH has a bit more work to do to be as close to daily continuation as  BTC -0.64%  is.  
The ETHBTC chart is getting extremely tight with 3 daily inside bars. Watch this chart for the break.  
Bulls need to see continuation today, and the ETH chart is much more split than  BTC -0.64%  which favors bulls.  
Some hourly inside bars to watch here for short term direction.  
Added another small position on the 4 hour  IB 0.93%  bull break last  night, and will exit if we lose the daily low of consolidation.  
Still mostly patient in the tightening daily range. 
",Short,612,0,31,"ETH a Bit Weaker Than BTC This Morning
ETH has a couple spikes in bear  volume  the last couple days that have hindered the bulls a bit.  
ETH has a bit more work to do to be as close to daily continuation as  BTC -0.64%  is.  
The ETHBTC chart is getting extremely tight with 3 daily inside bars. Watch this chart for the break.  
Bulls need to see continuation today, and the ETH chart is much more split than  BTC -0.64%  which favors bulls.  
Some hourly inside bars to watch here for short term direction.  
Added another small position on the 4 hour  IB 0.93%  bull break last  night, and will exit if we lose the daily low of consolidation.  
Still mostly patient in the tightening daily range. 
"
21,21,1528393317.0,connorzz10,Thought Process in the Short-Term,"
Entered a position at 604.00 with a tight stop at 594. There was about 20,000 ETH  volume  that was sold last night within an hour period that was bought up pretty quick.  

Price action looks - Good 
Pattern -  Pennant  - Good 

",Long,137,1,4,"Thought Process in the Short-Term
Entered a position at 604.00 with a tight stop at 594. There was about 20,000 ETH  volume  that was sold last night within an hour period that was bought up pretty quick.  

Price action looks - Good 
Pattern -  Pennant  - Good 

"
22,22,1528387715.0,TradeIndicators,ETHSUD - Relaxing this morning following the indicators :),"
Hope this idea helps! 
Don’t forget to Like/Follow if you enjoyed this post :) 

Some days are relaxing days, and that's today :) We are sitting back and waiting to see what is going to happen. No matter what happens we are simply going to follow the alerts. We are up over 55% in the last 58 days using the Martin  Trend Line  Candles and Martin Profit Lines which is about 1% gain a day, incredible! 

Get these two indicators today and come trade along with us, or use them to trade your favorite crypto, stock, forex or alts! The profits you can make with these indicators are incredible! Take a look at our videos in the ""related ideas"" section below for proof :) 

Get The Indicators We’re Using: 
Martin Profit Lines + Buy/Sell Alert 
Martin Trend Candles + Color Change Alert 

Enjoy life, enjoy trading! 
Travis 

This information is not a recommendation to buy or sell. It is to be used for educational purposes only. 

",Long,208,3,3,"ETHSUD - Relaxing this morning following the indicators :)
Hope this idea helps! 
Don’t forget to Like/Follow if you enjoyed this post :) 

Some days are relaxing days, and that's today :) We are sitting back and waiting to see what is going to happen. No matter what happens we are simply going to follow the alerts. We are up over 55% in the last 58 days using the Martin  Trend Line  Candles and Martin Profit Lines which is about 1% gain a day, incredible! 

Get these two indicators today and come trade along with us, or use them to trade your favorite crypto, stock, forex or alts! The profits you can make with these indicators are incredible! Take a look at our videos in the ""related ideas"" section below for proof :) 

Get The Indicators We’re Using: 
Martin Profit Lines + Buy/Sell Alert 
Martin Trend Candles + Color Change Alert 

Enjoy life, enjoy trading! 
Travis 

This information is not a recommendation to buy or sell. It is to be used for educational purposes only. 

"
