,Unnamed: 0,Time Stamp,Username,Topic,Text,Direction,Views,Cmt.Num,Like,Dec
10,10,1528181205.0,FxWirePro,"DASH/USD breaks trendline support at 315, stay short for 285","
DASH/USD has shown a break at strong  trendline  support at 315 on the 4H charts. 
Recovery attemps in the pair have been capped below new  trendline  support turned resistance at 320 levels. 
On the  daily charts , the pair has slipped below 5-DMA on Monday's trade and on the day upside was capped at 5-DMA at 320. 
 Price action is below daily cloud and major EMAs. Scope for weakness till 283 (major  trendline  support). Further weakness only on break below. 
On the upside, breakout at 320 could see further gains. Next major resistance above 320 lies at 342 (21-EMA). 
Break above 21-EMA could see test of 50-DMA at 409 levels. 

Support levels - 300, 283 ( trendline ) 
Resistance levels - 320 (5-DMA), 342 (21-EMA) 

Good to stay short on upticks, SL: 325, 300/ 285 

",Short,98,1,2,"DASH/USD breaks trendline support at 315, stay short for 285
DASH/USD has shown a break at strong  trendline  support at 315 on the 4H charts. 
Recovery attemps in the pair have been capped below new  trendline  support turned resistance at 320 levels. 
On the  daily charts , the pair has slipped below 5-DMA on Monday's trade and on the day upside was capped at 5-DMA at 320. 
 Price action is below daily cloud and major EMAs. Scope for weakness till 283 (major  trendline  support). Further weakness only on break below. 
On the upside, breakout at 320 could see further gains. Next major resistance above 320 lies at 342 (21-EMA). 
Break above 21-EMA could see test of 50-DMA at 409 levels. 

Support levels - 300, 283 ( trendline ) 
Resistance levels - 320 (5-DMA), 342 (21-EMA) 

Good to stay short on upticks, SL: 325, 300/ 285 

"
11,11,1527710414.0,Tradingstrategyguides,DASH SPIKE & LEDGE REVERSAL CRYPTO STRATEGY,"




May 30




Step #1: Dash cryptocurrency price needs to show a steady rise that suddenly accelerates to the upside. 
When this reversal pattern is complete, it will resemble a cup with a sharp bottom. 
This sharp acceleration usually is the last stage of a bull cryptocurrency market, and it’s followed by a sharp reversal if all the trading criteria for a valid Spike and Ledge are met. 
In  technical analysis , professional traders also refer to this last spike as being an exhaustion reversal bar that has a high probability of signaling a reversal in the Dash price. 
Now, before we can trade successfully, we need to understand that this key climax reversal bar needs to follow specific trading rules. 
More specifically, this exhaustion reversal bar needs to follow three rules, which we’re going to highlight next. 
Step #2: The exhaustion reversal bar needs to be bigger than the previous bar 
Relatively speaking the exhaustion bar, which should be the last bar within the downtrend, needs to be bigger than the previous bars. However, this is not mandatory. 
Ideally, the bigger the climax bar is in comparison with the other bars within the  bullish trend , the more profitable the reversal pattern becomes. 
Step #3: The climax bar needs to develop at a key sup/res level or after breaking a key swing low/high 
We can’t stress enough the importance of location in trading. 
Many times you’ll notice that a chart pattern will fail, but that’s not because that price pattern has stopped working. It’s often the case that you don’t have the patience for these patterns to develop at the right location. 
In order for the Dash cryptocurrency trading strategy to work we need to wait for the exhaustion bar to show up at the right location. 
Step #4: The exhaustion bar develops after several  bullish  impulsive bars 
We need to make sure that the exhaustion bar occurs after several  bullish  impulsive bars. 
These impulsive  bullish  bars will make the appearance of a  bullish trend  that will trap many sellers once the tide turns. And that’s how retail traders trade the markets, but to trade profitably, you need to trade against the retail mindset. 
Step #5: After the upward spike, wait for the market to enter into a short period of consolidation or channeling. 
Usually, after the Dash cryptocurrency price had that last spike up the market will take a pause to digest the recent move, and it will start moving into a short period of consolidation or channeling. 
Simply, draw two parallel lines to contain this price range. 
Now, this is what we refer to as being the “Ledge.” 
The Spike and Ledge reversal pattern satisfies all trading conditions outlined above which mean that we can move forward and describe how to sell Dash coin. 
Step #6: Sell Dash coin when we break below the Ledge 
A short trade is entered on the breakout of the Ledge. 
This is an easy entry method, but in order to avoid the short-term noise and the usual false breakouts, we need also to wait for the breakout candle to close below the Ledge. 
Step #7: Place your protective Stop Loss above the Exhaustion bar 
The initial protective stop loss is placed on the other side of the reversal pattern. 
You hide your stop loss above the exhaustion bar. 
Step #8: Your Take Profit needs to be two or three times bigger than your risk aka your stop loss. 
As a general rule, you do want your take profit to be bigger than your stop loss. This is very important to your long-term survival in this business. 
However, you can achieve your profit target goals by using your preferred strategy when it comes to exit the market. We encourage you to experiment different exit strategies and see which one yields better results. 
Note** the above was an example of a SELL trade using our favorite Dash strategy. Use the same rules for a BUY trade – but in reverse.  
PM me if you want to read the complete strategy






May 30





Comment:
					Price hit 1 to 1 risk reward take profit 










",Short,229,10,3,"DASH SPIKE & LEDGE REVERSAL CRYPTO STRATEGY




May 30




Step #1: Dash cryptocurrency price needs to show a steady rise that suddenly accelerates to the upside. 
When this reversal pattern is complete, it will resemble a cup with a sharp bottom. 
This sharp acceleration usually is the last stage of a bull cryptocurrency market, and it’s followed by a sharp reversal if all the trading criteria for a valid Spike and Ledge are met. 
In  technical analysis , professional traders also refer to this last spike as being an exhaustion reversal bar that has a high probability of signaling a reversal in the Dash price. 
Now, before we can trade successfully, we need to understand that this key climax reversal bar needs to follow specific trading rules. 
More specifically, this exhaustion reversal bar needs to follow three rules, which we’re going to highlight next. 
Step #2: The exhaustion reversal bar needs to be bigger than the previous bar 
Relatively speaking the exhaustion bar, which should be the last bar within the downtrend, needs to be bigger than the previous bars. However, this is not mandatory. 
Ideally, the bigger the climax bar is in comparison with the other bars within the  bullish trend , the more profitable the reversal pattern becomes. 
Step #3: The climax bar needs to develop at a key sup/res level or after breaking a key swing low/high 
We can’t stress enough the importance of location in trading. 
Many times you’ll notice that a chart pattern will fail, but that’s not because that price pattern has stopped working. It’s often the case that you don’t have the patience for these patterns to develop at the right location. 
In order for the Dash cryptocurrency trading strategy to work we need to wait for the exhaustion bar to show up at the right location. 
Step #4: The exhaustion bar develops after several  bullish  impulsive bars 
We need to make sure that the exhaustion bar occurs after several  bullish  impulsive bars. 
These impulsive  bullish  bars will make the appearance of a  bullish trend  that will trap many sellers once the tide turns. And that’s how retail traders trade the markets, but to trade profitably, you need to trade against the retail mindset. 
Step #5: After the upward spike, wait for the market to enter into a short period of consolidation or channeling. 
Usually, after the Dash cryptocurrency price had that last spike up the market will take a pause to digest the recent move, and it will start moving into a short period of consolidation or channeling. 
Simply, draw two parallel lines to contain this price range. 
Now, this is what we refer to as being the “Ledge.” 
The Spike and Ledge reversal pattern satisfies all trading conditions outlined above which mean that we can move forward and describe how to sell Dash coin. 
Step #6: Sell Dash coin when we break below the Ledge 
A short trade is entered on the breakout of the Ledge. 
This is an easy entry method, but in order to avoid the short-term noise and the usual false breakouts, we need also to wait for the breakout candle to close below the Ledge. 
Step #7: Place your protective Stop Loss above the Exhaustion bar 
The initial protective stop loss is placed on the other side of the reversal pattern. 
You hide your stop loss above the exhaustion bar. 
Step #8: Your Take Profit needs to be two or three times bigger than your risk aka your stop loss. 
As a general rule, you do want your take profit to be bigger than your stop loss. This is very important to your long-term survival in this business. 
However, you can achieve your profit target goals by using your preferred strategy when it comes to exit the market. We encourage you to experiment different exit strategies and see which one yields better results. 
Note** the above was an example of a SELL trade using our favorite Dash strategy. Use the same rules for a BUY trade – but in reverse.  
PM me if you want to read the complete strategy






May 30





Comment:
					Price hit 1 to 1 risk reward take profit 










"
12,12,1527926641.0,BernhardAnalytics,"if break out, we buy ","
if break out, we buy 
",Long,68,0,1,"if break out, we buy 
if break out, we buy 
"
13,13,1528131496.0,FX_Academy,Dash (DASH/USD) still in a correction ,"
The price of Dash has retraced to the starting point of an impulse wave, which discards the possibility that the first upside impulse was a wave 1 from a larger degree, because if that was the case wave 2 couldn't retrace 100% as the price did. So we are seeing another corrective wave and it's likely going to be a Y wave from a WXY correction in the opposite direction from the massive  ABC  move we saw prior. That would all mean that another down move is coming after the Y ends on the upside. 
",Short,27,0,1,"Dash (DASH/USD) still in a correction 
The price of Dash has retraced to the starting point of an impulse wave, which discards the possibility that the first upside impulse was a wave 1 from a larger degree, because if that was the case wave 2 couldn't retrace 100% as the price did. So we are seeing another corrective wave and it's likely going to be a Y wave from a WXY correction in the opposite direction from the massive  ABC  move we saw prior. That would all mean that another down move is coming after the Y ends on the upside. 
"
14,14,1528131788.0,CRYPTO-FEVER,Dash Trajectory ,"
Big ups, Big downs, so is the way of DASH.  Here is the trajectory that I can see. two channels within a larger channel, with a huge potential range. This one can make you rich or filthy rich if it stays on path. Ill personally be holding this coin until 2020 and looking for some great trading opportunities along the way! 


If You like this chart please leave a like. 


Disclaimer: This is not financial advise and I am not a financial advisor 
",Long,30,0,3,"Dash Trajectory 
Big ups, Big downs, so is the way of DASH.  Here is the trajectory that I can see. two channels within a larger channel, with a huge potential range. This one can make you rich or filthy rich if it stays on path. Ill personally be holding this coin until 2020 and looking for some great trading opportunities along the way! 


If You like this chart please leave a like. 


Disclaimer: This is not financial advise and I am not a financial advisor 
"
15,15,1526907597.0,wumama23,buy,"
buy
",Long,47,0,1,"buy
buy
"
16,16,1527950951.0,chaairmustapha,.,"
.
",Long,15,0,1,".
.
"
17,17,1527776395.0,DollarBob,DASH/USD - BUY,"
Maybe one possible version of future of DASH/USD. We have to break the resistence  trendline .
",Long,46,0,1,"DASH/USD - BUY
Maybe one possible version of future of DASH/USD. We have to break the resistence  trendline .
"
18,18,1528297489.0,BernhardAnalytics,"DASH is at very high volume zone, direction is not sure yet ","
DASH is at very high  volume  zone, direction is not sure yet,  
I think downtrend is more likely. 
",Short,39,0,3,"DASH is at very high volume zone, direction is not sure yet 
DASH is at very high  volume  zone, direction is not sure yet,  
I think downtrend is more likely. 
"
19,19,1528123986.0,joachim.snellings,Bullish,"




Jun 4




Interesting times






Jun 5





Comment:
					It is the Picasso-Pattern  











",Long,865,7,7,"Bullish




Jun 4




Interesting times






Jun 5





Comment:
					It is the Picasso-Pattern  











"
